,Car Name,Price,Depreciation,Reg Date,Mileage,Road Tax,Dereg Value,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,COE
3854,Kia Cerato Forte 1.6A SX (COE till 04/2024),"$21,500 ","$6,650 /yr",,"183,000 km (15.9k /yr)",$886 /yr,,"1,591 cc","1,251 kg",2009,Auto,"$14,116 ","$14,116 ",92.7 kW (124 bhp),3,"$13,088 "
3855,Volkswagen Jetta GP 1.4A TSI,N.A,N.A,,N.A.,$620 /yr,N.A.,"1,390 cc","1,417 kg",2015,Auto,"$19,307 ","$19,307 ",90.0 kW (120 bhp),2,"$58,700 "
3856,Mazda 3 1.5A,"$67,588 ",,,"64,241 km (28.3k /yr)",$682 /yr,,"1,496 cc","1,310 kg",2018,Auto,"$14,364 ","$14,364 ",88.0 kW (118 bhp),1,"$28,457 "
3857,Toyota Corolla Altis 1.6A (COE till 12/2024),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,195 kg",2009,Auto,"$17,853 ","$17,853 ",80.0 kW (107 bhp),4,"$15,988 "
3858,Kia Cerato 1.6M (COE till 09/2028),N.A,N.A,,N.A.,$959 /yr,N.A.,"1,591 cc","1,268 kg",2008,Manual,"$9,463 ","$9,463 ",89.7 kW (120 bhp),1,"$32,339 "
3859,Kia Cerato 1.6A EX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,287 kg",2018,Auto,"$13,891 ","$13,891 ",93.8 kW (125 bhp),1,"$29,159 "
3860,Toyota Corolla Altis 1.6A (New 10-yr COE),"$58,800 ","$5,880 /yr",,"125,000 km (12.4k /yr)",$816 /yr,N.A.,"1,598 cc","1,195 kg",2010,Auto,"$16,680 ","$16,680 ",80.0 kW (107 bhp),2,N.A.
3861,Nissan Latio 1.5A (COE till 01/2029),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,498 cc","1,110 kg",2008,Auto,"$17,293 ","$17,293 ",80.0 kW (107 bhp),3,"$26,047 "
3862,Nissan Latio 1.5A (COE till 01/2029),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,498 cc","1,110 kg",2008,Auto,"$17,293 ","$6,493 ",80.0 kW (107 bhp),4,"$26,047 "
3863,Subaru Impreza 4D 2.0i-S EyeSight,N.A,N.A,,N.A.,"$1,208 /yr",N.A.,"1,995 cc","1,438 kg",2017,Auto,"$14,260 ","$14,260 ",115.0 kW (154 bhp),1,"$42,322 "
3864,Mazda 3 Mild Hybrid 1.5A Elegance,"$89,800 ",,,"14,900 km (11.7k /yr)",$682 /yr,,"1,496 cc","1,397 kg",2019,Auto,"$24,731 ","$16,624 ",88.0 kW (118 bhp),1,"$32,309 "
3865,Hyundai Elantra 1.6A Elite Sunroof,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,267 kg",2011,Auto,"$14,926 ","$14,926 ",95.6 kW (128 bhp),2,"$52,392 "
3866,Mazda 3 1.5A Sunroof,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,310 kg",2017,Auto,"$15,926 ","$10,926 ",88.0 kW (118 bhp),1,"$45,201 "
3867,Honda Civic 2.0A Si Sunroof (COE till 03/2024),N.A,N.A,,N.A.,"$1,452 /yr",N.A.,"1,998 cc","1,312 kg",2009,Auto,"$29,095 ","$29,095 ",114.0 kW (152 bhp),3,"$16,509 "
3868,Toyota Vios 1.5A E (COE till 08/2027),"$38,000 ","$5,840 /yr",,"134,000 km (9.9k /yr)",$958 /yr,,"1,497 cc","1,095 kg",2007,Auto,"$12,607 ","$13,868 ",80.0 kW (107 bhp),3,"$45,400 "
3869,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2015,Auto,"$17,713 ","$12,713 ",88.0 kW (118 bhp),1,"$54,301 "
3870,Nissan Sylphy 1.5A (COE till 03/2023),"$16,800 ","$7,820 /yr",,N.A.,$889 /yr,,"1,498 cc","1,175 kg",2007,Auto,"$17,833 ","$17,833 ",80.0 kW (107 bhp),2,"$19,637 "
3871,Mitsubishi Lancer 1.6A GLX (New 5-yr COE),N.A,N.A,,N.A.,$807 /yr,N.A.,"1,584 cc",N.A.,2010,Auto,"$13,727 ","$13,727 ",79.0 kW (105 bhp),2,N.A.
3872,Alfa Romeo Giulia 2.0A Veloce,"$165,000 ",,,"22,000 km (10.6k /yr)","$1,208 /yr",,"1,995 cc","1,530 kg",2018,Auto,"$37,898 ","$45,058 ",206.0 kW (276 bhp),1,"$31,809 "
3873,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,230 kg",2018,Auto,"$21,858 ","$22,602 ",96.0 kW (128 bhp),1,"$38,510 "
3875,Kia Cerato K3 1.6A,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2017,Auto,"$12,082 ","$12,082 ",95.3 kW (127 bhp),2,"$50,101 "
3876,Toyota Corolla Altis 1.6A (New 5-yr COE),N.A,N.A,,N.A.,$816 /yr,N.A.,"1,598 cc","1,195 kg",2010,Auto,"$16,716 ","$16,716 ",80.0 kW (107 bhp),3,N.A.
3877,Hyundai Avante 1.6A S (COE till 04/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009,Auto,"$11,706 ","$11,706 ",89.7 kW (120 bhp),4,"$13,088 "
3878,Toyota Vios 1.5A E (COE till 12/2024),N.A,N.A,,N.A.,$821 /yr,N.A.,"1,497 cc","1,095 kg",2009,Auto,"$12,717 ","$12,717 ",80.0 kW (107 bhp),4,"$15,988 "
3879,Hyundai Avante 1.6A S (COE till 10/2028),N.A,N.A,,N.A.,$959 /yr,N.A.,"1,591 cc","1,264 kg",2008,Auto,"$11,390 ","$11,390 ",89.7 kW (120 bhp),5,"$30,284 "
3880,Mitsubishi Attrage 1.2A Sports,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2016,Auto,"$14,722 ","$5,000 ",57.0 kW (76 bhp),1,"$51,507 "
3881,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,230 kg",2018,Auto,"$21,858 ","$22,602 ",96.0 kW (128 bhp),1,"$28,457 "
3882,Mitsubishi Attrage 1.2A,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2017,Auto,"$13,083 ","$5,000 ",57.0 kW (76 bhp),1,"$51,600 "
3883,Kia Cerato Forte 1.6A SX (New 5-yr COE),N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,261 kg",2011,Auto,"$12,801 ","$12,801 ",91.1 kW (122 bhp),4,N.A.
3885,Mitsubishi Attrage 1.2A,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2016,Auto,"$14,259 ","$5,000 ",57.0 kW (76 bhp),1,"$50,951 "
3886,Hyundai Elantra 1.6A Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,292 kg",2015,Auto,"$15,245 ","$15,245 ",97.0 kW (130 bhp),1,"$43,000 "
3887,BMW ALPINA B3 Bi-Turbo Sunroof,N.A,N.A,,N.A.,"$2,362 /yr",N.A.,"2,979 cc","1,630 kg",2015,Auto,"$88,923 ","$132,062 ",301.0 kW (403 bhp),1,"$48,011 "
3888,Toyota Corolla Altis 1.6A (COE till 01/2022),N.A,N.A,,N.A.,"$1,113 /yr",N.A.,"1,598 cc","1,115 kg",2006,Auto,"$15,355 ","$16,891 ",81.0 kW (108 bhp),1,"$25,323 "
3889,Toyota Corolla Altis 1.6A (COE till 05/2023),N.A,N.A,,N.A.,$965 /yr,N.A.,"1,598 cc","1,195 kg",2008,Auto,"$16,994 ","$16,994 ",80.0 kW (107 bhp),4,"$19,096 "
3891,Nissan Sylphy 1.6A Premium,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015,Auto,"$16,283 ","$16,283 ",85.0 kW (113 bhp),1,"$56,989 "
3892,Toyota Corolla Altis 1.6A (COE till 12/2021),N.A,N.A,,N.A.,"$1,039 /yr",N.A.,"1,598 cc","1,115 kg",2006,Auto,"$15,355 ","$16,891 ",81.0 kW (108 bhp),2,"$25,636 "
3893,Hyundai Avante 1.6A GLS S,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2019,Auto,"$14,460 ","$14,460 ",93.8 kW (125 bhp),1,"$26,309 "
3894,Mitsubishi Attrage 1.2A,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2017,Auto,"$13,426 ","$5,000 ",59.0 kW (79 bhp),1,"$28,457 "
3895,Hyundai Elantra 1.6A Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,292 kg",2015,Auto,"$14,379 ","$14,379 ",97.0 kW (130 bhp),1,"$61,000 "
3896,Toyota Vios 1.5M E (COE till 12/2030),N.A,N.A,,N.A.,$752 /yr,N.A.,"1,497 cc","1,075 kg",2010,Manual,"$11,706 ","$11,706 ",80.0 kW (107 bhp),2,"$37,303 "
3898,Toyota Corolla Altis 1.6A (COE till 09/2024),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,195 kg",2009,Auto,"$17,853 ","$17,853 ",80.0 kW (107 bhp),4,"$14,743 "
3899,Volkswagen Jetta 1.4A TSI (COE till 08/2025),N.A,N.A,,N.A.,$682 /yr,N.A.,"1,390 cc","1,377 kg",2010,Auto,"$22,085 ","$22,085 ",118.0 kW (158 bhp),3,"$16,095 "
3900,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015,Auto,"$19,589 ","$19,589 ",90.0 kW (120 bhp),1,"$56,209 "
3902,Honda Civic 1.6A VTi (COE till 05/2023),N.A,N.A,,N.A.,$962 /yr,N.A.,"1,595 cc","1,220 kg",2008,Auto,"$19,272 ","$19,272 ",92.0 kW (123 bhp),3,"$19,096 "
3903,Kia Cerato K3 1.6A SX Sunroof (OPC),N.A,N.A,,N.A.,$238 /yr,N.A.,"1,591 cc","1,295 kg",2017,Auto,"$15,649 ","$15,649 ",95.3 kW (127 bhp),1,"$29,791 "
3904,Hyundai Avante 1.6A GLS,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2018,Auto,"$12,302 ","$12,302 ",93.8 kW (125 bhp),1,"$25,920 "
3905,Toyota Vios 1.5A E (COE till 05/2022),"$12,800 ","$9,820 /yr",,N.A.,$958 /yr,,"1,497 cc","1,020 kg",2006,Auto,"$12,237 ","$13,461 ",80.0 kW (107 bhp),1,"$25,333 "
3906,Honda Civic 1.8A VTi-S G (COE till 08/2028),N.A,N.A,,N.A.,"$1,271 /yr",N.A.,"1,799 cc","1,240 kg",2008,Auto,"$18,966 ","$18,966 ",103.0 kW (138 bhp),4,"$34,991 "
3907,Hyundai Avante 1.6A S (COE till 04/2029),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009,Auto,"$11,372 ","$11,372 ",89.7 kW (120 bhp),1,"$26,175 "
3908,Honda Civic 1.8A VTi-S G (COE till 09/2023),N.A,N.A,,N.A.,"$1,271 /yr",N.A.,"1,799 cc","1,240 kg",2008,Auto,"$18,004 ","$18,004 ",103.0 kW (138 bhp),4,"$16,689 "
3909,Hyundai Elantra 1.6A GLS S,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2018,Auto,"$11,491 ","$11,491 ",93.8 kW (125 bhp),1,"$36,810 "
3910,Hyundai Avante 1.6M (COE till 05/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009,Manual,"$9,672 ","$9,672 ",89.7 kW (120 bhp),3,"$13,943 "
3911,Kia Cerato 1.6A (COE till 11/2023),N.A,N.A,,N.A.,$959 /yr,N.A.,"1,591 cc","1,290 kg",2008,Auto,"$11,333 ","$4,788 ",89.7 kW (120 bhp),3,"$14,835 "
3912,Kia Cerato Forte 1.6A EX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2017,Auto,"$11,477 ","$11,477 ",95.3 kW (127 bhp),1,"$38,830 "
3913,Nissan Sylphy 1.6A,"$38,900 ",,,N.A.,$742 /yr,,"1,598 cc","1,205 kg",2014,Auto,"$15,603 ","$10,603 ",85.0 kW (113 bhp),2,"$64,600 "
3914,Volkswagen Jetta Sport 1.4A TSI (COE till 05/2030),N.A,N.A,,N.A.,$682 /yr,N.A.,"1,390 cc","1,377 kg",2010,Auto,"$22,106 ","$22,106 ",118.0 kW (158 bhp),3,"$32,875 "
3915,Honda Civic 1.6A VTi-S,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,225 kg",2011,Auto,"$21,606 ","$21,606 ",92.0 kW (123 bhp),2,"$48,112 "
3916,Kia Cerato K3 1.6A EX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2016,Auto,"$14,817 ","$14,817 ",95.3 kW (127 bhp),2,"$51,600 "
3917,Subaru Impreza 4D 1.6i-S,N.A,N.A,,N.A.,$744 /yr,N.A.,"1,600 cc","1,449 kg",2017,Auto,"$13,646 ","$13,646 ",84.0 kW (112 bhp),1,"$52,000 "
3918,Hyundai Elantra 1.6A GLS S,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2016,Auto,"$13,663 ","$13,663 ",93.8 kW (125 bhp),1,"$51,600 "
3919,Toyota Vios 1.5A G (COE till 05/2024),"$22,800 ","$6,870 /yr",,N.A.,$821 /yr,,"1,497 cc","1,110 kg",2009,Auto,"$13,876 ","$13,876 ",80.0 kW (107 bhp),6,"$13,943 "
3920,Toyota Premio 1.5A F (COE till 02/2024),N.A,N.A,,N.A.,$818 /yr,N.A.,"1,496 cc","1,200 kg",2008,Auto,"$18,633 ","$18,633 ",81.0 kW (108 bhp),4,"$12,864 "
3921,Honda Civic 2.0A Si (COE till 04/2029),N.A,N.A,,N.A.,"$1,452 /yr",N.A.,"1,998 cc","1,312 kg",2008,Auto,"$29,982 ","$29,982 ",114.0 kW (152 bhp),4,"$35,411 "
3922,Toyota Corolla Altis 1.6A (COE till 10/2023),N.A,N.A,,N.A.,$965 /yr,N.A.,"1,598 cc","1,195 kg",2008,Auto,"$16,777 ","$16,777 ",80.0 kW (107 bhp),2,"$15,142 "
3923,Toyota Corolla Altis 1.6A Elegance (New 10-yr COE),N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,195 kg",2011,Auto,"$15,510 ","$15,510 ",90.0 kW (120 bhp),2,N.A.
3924,Toyota Vios 1.5A E (COE till 06/2025),N.A,N.A,,N.A.,$752 /yr,N.A.,"1,497 cc","1,095 kg",2010,Auto,"$12,306 ","$12,306 ",80.0 kW (107 bhp),2,"$16,438 "
3925,Honda Civic 1.8A VTi-S (COE till 05/2023),N.A,N.A,,N.A.,"$1,271 /yr",N.A.,"1,799 cc","1,219 kg",2008,Auto,"$21,286 ","$21,286 ",103.0 kW (138 bhp),4,"$19,356 "
3926,Mazda 3 1.5A Sunroof,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,310 kg",2017,Auto,"$15,614 ","$10,614 ",88.0 kW (118 bhp),1,"$47,112 "
3927,Hyundai Avante 1.6A (COE till 07/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009,Auto,"$11,278 ","$11,278 ",89.7 kW (120 bhp),3,"$15,256 "
3928,Toyota Vios 1.5A E Sports (COE till 09/2023),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,497 cc","1,095 kg",2008,Auto,"$11,834 ","$11,834 ",80.0 kW (107 bhp),2,"$16,170 "
3929,Chevrolet Cruze 1.6A (COE till 04/2029),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,388 kg",2009,Auto,"$12,482 ","$12,482 ",80.0 kW (107 bhp),2,"$26,175 "
3930,Skoda Octavia 1.4A TSI Ambition Plus,N.A,N.A,,N.A.,$624 /yr,N.A.,"1,395 cc","1,289 kg",2019,Auto,"$19,031 ","$19,031 ",110.0 kW (147 bhp),1,"$32,889 "
3931,Toyota Corolla Axio 1.5A X (COE till 05/2022),N.A,N.A,,N.A.,$955 /yr,N.A.,"1,496 cc","1,130 kg",2006,Auto,"$13,535 ","$14,889 ",81.0 kW (108 bhp),2,"$25,333 "
3933,Kia Cerato Forte 1.6A SX (COE till 09/2025),N.A,N.A,,N.A.,$812 /yr,N.A.,"1,591 cc","1,251 kg",2010,Auto,"$13,786 ","$13,786 ",92.7 kW (124 bhp),1,"$16,570 "
3934,Mazda 3 1.5A Sunroof,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,310 kg",2016,Auto,"$14,777 ","$9,777 ",88.0 kW (118 bhp),1,"$48,000 "
3935,Honda Civic 1.6A VTi,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,597 cc","1,249 kg",2018,Auto,"$19,724 ","$19,724 ",92.0 kW (123 bhp),1,"$41,400 "
3936,Subaru Impreza 4D 1.6i-S,N.A,N.A,,N.A.,$744 /yr,N.A.,"1,600 cc","1,360 kg",2012,Auto,"$15,888 ","$15,888 ",84.0 kW (112 bhp),2,"$69,903 "
3938,Honda Civic 1.5A VTEC Turbo Sunroof,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,498 cc","1,324 kg",2017,Auto,"$26,392 ","$23,949 ",127.0 kW (170 bhp),1,"$57,390 "
3939,Volkswagen Jetta 1.4A TSI,N.A,N.A,,N.A.,$620 /yr,N.A.,"1,390 cc","1,417 kg",2013,Auto,"$18,691 ","$8,691 ",90.0 kW (120 bhp),2,"$60,002 "
3940,Toyota Corolla Altis 1.6A (COE till 08/2023),N.A,N.A,,N.A.,$965 /yr,N.A.,"1,598 cc","1,195 kg",2008,Auto,"$16,777 ","$16,777 ",80.0 kW (107 bhp),1,"$17,099 "
3941,Hyundai Elantra 1.6A GLS Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,292 kg",2015,Auto,"$15,198 ","$15,198 ",97.0 kW (130 bhp),1,"$51,301 "
3943,Hyundai Elantra 1.6A GLS Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2017,Auto,"$13,873 ","$13,873 ",93.8 kW (125 bhp),1,"$46,791 "
3945,Toyota Corolla Altis 1.6A (New 5-yr COE),N.A,N.A,,N.A.,$816 /yr,N.A.,"1,598 cc","1,195 kg",2010,Auto,"$16,286 ","$16,286 ",90.0 kW (120 bhp),4,N.A.
3947,Hyundai Elantra 1.6A GLS S,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2016,Auto,"$13,071 ","$13,071 ",93.8 kW (125 bhp),1,"$52,503 "
3948,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2015,Auto,"$17,996 ","$12,996 ",88.0 kW (118 bhp),1,"$57,089 "
3949,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2014,Auto,"$18,759 ","$13,759 ",90.0 kW (120 bhp),1,"$60,002 "
3950,Honda Civic 1.6A VTi (COE till 09/2023),N.A,N.A,,N.A.,$962 /yr,N.A.,"1,595 cc","1,220 kg",2008,Auto,"$18,890 ","$18,890 ",92.0 kW (123 bhp),6,"$16,170 "
3951,Toyota Corolla Altis 1.6A (COE till 01/2022),"$11,800 ","$12,740 /yr",,N.A.,"$1,113 /yr",,"1,598 cc","1,115 kg",2006,Auto,"$15,355 ","$16,891 ",81.0 kW (108 bhp),2,"$25,323 "
3952,Toyota Corolla Altis 1.6A,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015,Auto,"$19,589 ","$19,589 ",90.0 kW (120 bhp),1,"$47,020 "
3953,Hyundai Avante 1.6A S (New 5-yr COE),N.A,N.A,,N.A.,$812 /yr,N.A.,"1,591 cc","1,264 kg",2010,Auto,"$10,673 ","$10,673 ",89.7 kW (120 bhp),2,N.A.
3955,Honda Civic 1.6A VTi (COE till 12/2022),N.A,N.A,,N.A.,$962 /yr,N.A.,"1,595 cc","1,220 kg",2007,Auto,"$18,993 ","$20,893 ",92.0 kW (123 bhp),2,"$21,349 "
3956,Honda Civic 1.5A VTEC Turbo Sunroof,N.A,N.A,,N.A.,$684 /yr,N.A.,"1,498 cc","1,324 kg",2017,Auto,"$26,202 ","$23,683 ",127.0 kW (170 bhp),2,"$49,996 "
3957,Toyota Vios 1.5A E Sports (COE till 05/2028),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,497 cc","1,095 kg",2008,Auto,"$12,344 ","$12,344 ",80.0 kW (107 bhp),3,"$38,192 "
3958,Mitsubishi Attrage 1.2A Sports,N.A,N.A,,N.A.,$506 /yr,N.A.,"1,193 cc",940 kg,2018,Auto,"$13,512 ","$5,000 ",59.0 kW (79 bhp),1,"$30,209 "
3959,Subaru Impreza 1.6M (COE till 04/2023),N.A,N.A,,N.A.,$965 /yr,N.A.,"1,597 cc","1,260 kg",2007,Manual,"$10,146 ","$9,768 ",70.0 kW (93 bhp),2,"$19,328 "
3960,Honda Civic 1.6A VTi (OPC),N.A,N.A,,N.A.,$242 /yr,N.A.,"1,597 cc","1,237 kg",2019,Auto,"$20,031 ","$20,044 ",92.0 kW (123 bhp),1,"$16,199 "
3961,Volkswagen Jetta GP 1.4A TSI Highline,N.A,N.A,,N.A.,$620 /yr,N.A.,"1,390 cc","1,417 kg",2015,Auto,"$21,584 ","$22,218 ",90.0 kW (120 bhp),1,"$45,002 "
3962,Toyota Vios 1.5A E (COE till 08/2023),"$17,800 ","$6,960 /yr",,"159,600 km (12.8k /yr)",$889 /yr,,"1,497 cc","1,095 kg",2008,Auto,"$11,834 ","$11,834 ",80.0 kW (107 bhp),3,"$17,099 "
3963,Volkswagen Jetta 1.4A TSI,N.A,N.A,,N.A.,$620 /yr,N.A.,"1,390 cc","1,417 kg",2014,Auto,"$19,152 ","$9,152 ",90.0 kW (120 bhp),1,"$61,410 "
3964,Hyundai Elantra 1.6A GLS S,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2018,Auto,"$12,382 ","$12,382 ",93.8 kW (125 bhp),1,"$33,798 "
3965,Honda Civic Hybrid 1.3A (COE till 12/2022),"$16,800 ","$8,980 /yr",,N.A.,$826 /yr,,"1,339 cc","1,290 kg",2007,Auto,"$27,777 ","$19,445 ",70.0 kW (93 bhp),1,"$21,349 "
3966,Mitsubishi Lancer EX 2.0A GT (COE till 01/2029),N.A,N.A,,N.A.,"$1,452 /yr",N.A.,"1,998 cc","1,427 kg",2008,Auto,"$24,352 ","$23,220 ",114.0 kW (152 bhp),3,"$31,335 "
3967,Toyota Vios 1.5A E (COE till 11/2022),N.A,N.A,,N.A.,$958 /yr,N.A.,"1,497 cc","1,095 kg",2007,Auto,"$12,498 ","$13,748 ",80.0 kW (107 bhp),2,"$20,997 "
3968,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2014,Auto,"$18,544 ","$13,544 ",90.0 kW (120 bhp),1,"$60,002 "
3969,Honda Civic 1.6A VTi (COE till 04/2023),N.A,N.A,,N.A.,$962 /yr,N.A.,"1,595 cc","1,220 kg",2008,Auto,"$20,404 ","$20,404 ",92.0 kW (123 bhp),2,"$19,328 "
3970,Skoda Octavia 2.0A TSI RS (OPC),N.A,N.A,,N.A.,$694 /yr,N.A.,"1,984 cc","1,577 kg",2019,Auto,"$26,359 ","$28,903 ",180.0 kW (241 bhp),1,"$19,001 "
3971,Kia Cerato K3 1.6A,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2017,Auto,"$12,405 ","$12,405 ",95.3 kW (127 bhp),1,"$36,810 "
3972,Toyota Vios 1.5A E (COE till 11/2023),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,497 cc","1,095 kg",2008,Auto,"$11,834 ","$2,120 ",80.0 kW (107 bhp),3,"$14,835 "
3974,Toyota Vios 1.5A E (New 5-yr COE),N.A,N.A,,N.A.,$752 /yr,N.A.,"1,497 cc","1,095 kg",2010,Auto,"$12,306 ","$12,306 ",80.0 kW (107 bhp),3,N.A.
3975,Kia Cerato K3 1.6A EX,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,295 kg",2014,Auto,"$14,331 ","$9,331 ",95.3 kW (127 bhp),2,"$58,940 "
3976,Toyota Corolla Altis 1.6A (COE till 05/2024),N.A,N.A,,N.A.,$890 /yr,N.A.,"1,598 cc","1,195 kg",2009,Auto,"$17,500 ","$17,500 ",80.0 kW (107 bhp),4,"$13,943 "
3977,Hyundai Avante 1.6A GLS,"$75,888 ",,,49 km,$738 /yr,,"1,591 cc","1,345 kg",2019,Auto,"$12,594 ","$12,594 ",93.8 kW (125 bhp),1,"$26,667 "
3978,Hyundai Avante 1.6A GLS,"$75,888 ",,,41 km,$738 /yr,,"1,591 cc","1,345 kg",2019,Auto,"$12,892 ","$12,892 ",93.8 kW (125 bhp),1,"$26,667 "
3979,Mitsubishi Lancer EX 1.6A,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,590 cc","1,284 kg",2016,Auto,"$11,133 ","$11,133 ",86.0 kW (115 bhp),1,"$50,889 "
3980,Hyundai Elantra 1.6A GLS Elite,N.A,N.A,,N.A.,$738 /yr,N.A.,"1,591 cc","1,345 kg",2016,Auto,"$17,294 ","$17,294 ",93.8 kW (125 bhp),1,"$45,000 "
3981,Toyota Vios 1.5A E (COE till 03/2021),"$4,888 ",N.A.,,N.A.,"$1,026 /yr",N.A.,"1,497 cc","1,020 kg",2006,Auto,"$13,040 ","$14,344 ",80.0 kW (107 bhp),More than 6,"$24,771 "
3982,Kia Cerato K3 1.6A,"$60,800 ",,,"72,000 km (23.8k /yr)",$738 /yr,,"1,591 cc","1,295 kg",2017,Auto,"$12,505 ","$12,505 ",95.3 kW (127 bhp),1,"$38,200 "
3983,Kia Cerato Forte 1.6A EX (COE till 05/2024),"$21,888 ","$6,640 /yr",,N.A.,$886 /yr,,"1,591 cc","1,251 kg",2009,Auto,"$11,851 ","$11,851 ",92.7 kW (124 bhp),2,"$13,943 "
3984,Hyundai Avante 1.6A S (COE till 04/2024),N.A,N.A,,N.A.,$886 /yr,N.A.,"1,591 cc","1,264 kg",2009,Auto,"$11,465 ","$3,878 ",89.7 kW (120 bhp),1,"$13,088 "
3985,Mazda 3 1.5A Deluxe,N.A,N.A,,N.A.,$682 /yr,N.A.,"1,496 cc","1,321 kg",2015,Auto,"$17,801 ","$12,801 ",88.0 kW (118 bhp),1,"$56,001 "
3986,Toyota Corolla Altis 1.6A (COE till 11/2022),N.A,N.A,,N.A.,"$1,039 /yr",N.A.,"1,598 cc","1,115 kg",2007,Auto,"$14,757 ","$16,233 ",81.0 kW (108 bhp),4,"$20,997 "
3988,Nissan Latio 1.5A (COE till 12/2028),N.A,N.A,,N.A.,$889 /yr,N.A.,"1,498 cc","1,130 kg",2008,Auto,"$16,406 ","$16,406 ",80.0 kW (107 bhp),3,"$27,571 "
3992,Toyota Corolla Altis 1.6A Elegance,N.A,N.A,,N.A.,$742 /yr,N.A.,"1,598 cc","1,205 kg",2015,Auto,"$19,589 ","$14,589 ",90.0 kW (120 bhp),1,"$65,001 "
